Student_ID,High_School_Graduation_GPA,Daily_Study_Hours,Weekly_Study_Hours,Field_of_Study,Gender,School_Type,Region,General_Study_Environment,Favorite_Subject,Target_University,Career_Goal,Exam_Stress_Level,OBP_to_be_Added_to_Score,TYT_Score,AYT_Score
3897,70.56,4.2,19.9,Equal Weight,Male,Private,Aegean,Cram School,Geography,Bilkent University (Foundation),Doctor,8,42.3,279.26,295.52
3898,72.62,4.0,23.8,Numerical,Male,Public,Marmara,Home,Biology,State University,Software Developer,4,43.6,287.264,332.458
3899,66.2,3.8,17.0,Foreign Language,Male,Public,Central Anatolia,Library,German,Foundation University,Writer,7,39.7,241.864,266.894
3900,65.49,6.1,42.1,Verbal,Female,Public,Aegean,Home,Literature,Sabanci University (Foundation),Lawyer,4,39.3,300.715,333.701
3901,86.83,5.0,33.8,Foreign Language,Male,Public,Aegean,Cram School,German,Ankara University (State),Translator,4,52.1,322.462,345.031
3902,68.69,4.1,19.7,Numerical,Male,Public,Marmara,Home,Chemistry,Hacettepe University (State),Software Developer,6,41.2,317.456,297.3
3903,74.85,7.1,48.5,Numerical,Male,Public,Marmara,Mixed,Chemistry,Foundation University,Data Analyst,4,44.9,316.151,334.307
3904,50.1,3.0,19.3,Numerical,Female,Public,Central Anatolia,Cram School,Biology,Foundation University,Physicist,1,30.1,270.267,290.093
3905,57.81,3.6,19.7,Numerical,Female,Public,Marmara,Mixed,Physics,Foundation University,Doctor,1,34.7,255.044,271.091
3906,56.17,4.4,29.8,Numerical,Female,Private,Central Anatolia,Home,Mathematics,Bilkent University (Foundation),Software Developer,8,33.7,261.013,292.614
3907,94.28,7.5,50.7,Numerical,Male,Private,Marmara,Cram School,Chemistry,ITU (State),Software Developer,6,56.6,363.028,382.583
3908,95.91,8.5,41.9,Equal Weight,Female,Private,Aegean,Cram School,Geography,Ankara University (State),Data Analyst,9,57.5,391.294,369.979
3909,81.53,8.2,48.3,Equal Weight,Male,Public,Marmara,Cram School,Biology,State University,Teacher,2,48.9,340.226,367.422
3910,61.62,6.6,45.7,Numerical,Female,Private,Southeastern Anatolia,Mixed,Mathematics,Foundation University,Data Analyst,1,37.0,309.998,308.481
3911,77.63,5.2,30.2,Numerical,Male,Public,Marmara,Home,Biology,Bilkent University (Foundation),Data Analyst,2,46.6,333.871,336.515
3912,65.18,5.5,32.4,Equal Weight,Male,Public,Marmara,Home,Mathematics,State University,Journalist,10,39.1,301.275,314.79
3913,62.05,5.2,34.6,Equal Weight,Female,Private,Southeastern Anatolia,Mixed,Literature,Bogazici University (State),Doctor,4,37.2,285.167,306.627
3914,95.42,9.1,62.1,Equal Weight,Female,Private,Aegean,Mixed,Mathematics,METU (State),Teacher,8,57.3,373.082,407.624
3915,56.14,5.2,24.0,Equal Weight,Male,Public,Eastern Anatolia,Mixed,History,Bilkent University (Foundation),Teacher,10,33.7,233.203,253.515
3916,69.31,7.0,47.6,Equal Weight,Female,Private,Marmara,Mixed,History,State University,Psychologist,6,41.6,313.758,333.877
3917,84.39,5.6,31.7,Equal Weight,Male,Private,Marmara,Cram School,History,Bogazici University (State),Data Analyst,8,50.6,325.934,327.105
3918,70.57,5.9,28.6,Verbal,Male,Private,Central Anatolia,Home,Literature,Foundation University,Psychologist,5,42.3,311.329,331.437
3919,93.63,8.4,48.4,Numerical,Female,Private,Mediterranean,Cram School,Literature,METU (State),Physicist,3,56.2,410.485,387.931
3920,59.03,3.1,20.3,Equal Weight,Male,Private,Aegean,Home,Physics,State University,Engineer,7,35.4,259.716,275.117
3921,56.57,6.2,35.3,Equal Weight,Male,Public,Eastern Anatolia,Mixed,Literature,State University,Engineer,2,33.9,279.352,270.745
3922,61.94,5.9,27.6,Numerical,Male,Public,Central Anatolia,Cram School,Physics,State University,Engineer,4,37.2,266.424,323.587
3923,67.12,3.8,18.6,Equal Weight,Male,Public,Central Anatolia,Home,History,Bilkent University (Foundation),Software Developer,8,40.3,265.79,274.891
3924,97.05,7.5,50.9,Numerical,Male,Private,Marmara,Home,Mathematics,Hacettepe University (State),Doctor,1,58.2,408.45,429.682
3925,87.49,8.3,40.2,Foreign Language,Male,Private,Marmara,Library,Literature,State University,Artist,9,52.5,367.704,346.437
3926,67.05,4.9,27.8,Verbal,Female,Private,Mediterranean,Home,Literature,State University,Journalist,8,40.2,266.323,291.527
3927,89.58,8.9,62.0,Numerical,Female,Public,Marmara,Mixed,Chemistry,Foundation University,Software Developer,2,53.7,380.703,404.683
3928,83.99,7.2,34.7,Equal Weight,Male,Private,Eastern Anatolia,Mixed,History,Foundation University,Software Developer,8,50.4,327.329,351.002
3929,86.09,6.4,30.2,Verbal,Female,Public,Southeastern Anatolia,Home,Mathematics,Foundation University,Teacher,4,51.7,336.314,334.002
3930,55.76,5.0,33.4,Numerical,Female,Private,Southeastern Anatolia,Home,Biology,Foundation University,Software Developer,5,33.5,267.19,279.809
3931,56.09,5.7,27.6,Equal Weight,Female,Private,Marmara,Library,Physics,Foundation University,Lawyer,10,33.7,262.632,275.057
3932,92.19,6.0,36.0,Verbal,Male,Public,Aegean,Cram School,History,ITU (State),Teacher,2,55.3,354.001,349.045
3933,50.12,3.4,23.2,Equal Weight,Male,Public,Central Anatolia,Mixed,Mathematics,METU (State),Data Analyst,1,30.1,246.858,243.519
3934,87.09,6.5,44.5,Verbal,Male,Public,Central Anatolia,Home,Literature,Bogazici University (State),Social Worker,7,52.3,328.602,355.988
3935,90.77,6.7,44.9,Foreign Language,Female,Private,Central Anatolia,Library,German,Bogazici University (State),Writer,3,54.5,346.833,394.758
3936,90.27,9.1,52.7,Equal Weight,Male,Private,Aegean,Library,Literature,Bogazici University (State),Physicist,9,54.2,378.901,394.091
3937,94.41,9.3,46.5,Equal Weight,Female,Private,Central Anatolia,Home,Biology,Foundation University,Data Analyst,5,56.6,368.112,390.423
3938,92.74,8.5,58.5,Verbal,Female,Private,Central Anatolia,Mixed,History,Foundation University,Teacher,10,55.6,379.029,372.721
3939,95.33,7.2,34.1,Numerical,Male,Public,Eastern Anatolia,Library,Biology,METU (State),Physicist,1,57.2,383.366,371.863
3940,56.52,2.7,15.4,Numerical,Male,Public,Aegean,Mixed,Mathematics,State University,Engineer,3,33.9,267.466,291.301
3941,52.43,5.3,25.4,Verbal,Female,Public,Marmara,Home,Geography,Foundation University,Social Worker,3,31.5,273.509,282.053
3942,70.41,5.5,36.6,Equal Weight,Male,Private,Aegean,Home,Mathematics,State University,Journalist,9,42.2,280.396,326.614
3943,71.5,5.5,36.6,Numerical,Male,Public,Aegean,Home,Biology,ITU (State),Doctor,1,42.9,318.213,339.67
3944,53.37,4.3,19.8,Numerical,Female,Private,Aegean,Cram School,Chemistry,Foundation University,Data Analyst,8,32.0,251.701,292.107
3945,71.33,6.1,41.2,Verbal,Male,Private,Marmara,Home,History,Foundation University,Lawyer,10,42.8,304.567,331.812
3946,91.49,5.6,38.4,Equal Weight,Female,Private,Aegean,Library,Geography,Bogazici University (State),Engineer,2,54.9,352.847,348.929
3947,73.03,4.6,22.4,Equal Weight,Male,Private,Central Anatolia,Library,Geography,Koc University (Foundation),Journalist,7,43.8,320.786,318.389
3948,73.6,4.0,23.0,Verbal,Female,Public,Aegean,Home,Literature,Bilkent University (Foundation),Lawyer,2,44.2,296.311,324.983
3949,72.69,7.0,42.0,Numerical,Female,Private,Black Sea,Cram School,Physics,State University,Data Analyst,7,43.6,325.56,336.314
3950,68.51,5.8,33.8,Verbal,Female,Public,Black Sea,Mixed,Literature,State University,Lawyer,4,41.1,267.739,322.859
3951,52.01,5.5,27.1,Equal Weight,Female,Public,Central Anatolia,Home,Biology,Foundation University,Engineer,2,31.2,259.035,298.279
3952,72.25,6.6,31.9,Numerical,Male,Public,Central Anatolia,Library,History,METU (State),Doctor,4,43.4,274.86,337.196
3953,84.96,5.1,23.9,Equal Weight,Male,Private,Marmara,Home,Geography,Bogazici University (State),Software Developer,1,51.0,342.583,351.647
3954,81.74,6.5,31.8,Numerical,Male,Public,Marmara,Home,Chemistry,METU (State),Software Developer,2,49.0,325.416,336.564
3955,88.83,6.3,30.9,Equal Weight,Female,Public,Eastern Anatolia,Home,History,State University,Engineer,8,53.3,319.376,343.138
3956,96.06,6.6,37.9,Numerical,Female,Private,Marmara,Cram School,Chemistry,Bilkent University (Foundation),Physicist,1,57.6,393.562,411.407
3957,89.81,7.2,42.2,Numerical,Male,Public,Marmara,Home,Mathematics,Ankara University (State),Doctor,4,53.9,375.527,374.232
3958,96.38,9.1,61.8,Numerical,Male,Private,Black Sea,Cram School,Physics,Koc University (Foundation),Software Developer,6,57.8,389.723,404.728
3959,52.83,2.4,10.9,Equal Weight,Female,Public,Aegean,Home,History,State University,Teacher,10,31.7,223.51,237.195
3960,92.61,8.2,56.7,Equal Weight,Female,Private,Eastern Anatolia,Library,Geography,Hacettepe University (State),Lawyer,4,55.6,359.197,362.675
3961,55.07,5.4,32.2,Numerical,Female,Private,Mediterranean,Home,Mathematics,Foundation University,Engineer,6,33.0,246.893,287.682
3962,99.22,8.6,50.0,Verbal,Female,Public,Mediterranean,Library,History,Bilkent University (Foundation),Teacher,9,59.5,346.872,390.051
3963,54.6,4.5,25.9,Foreign Language,Male,Private,Black Sea,Home,German,Foundation University,Artist,4,32.8,256.891,289.921
3964,97.57,8.5,58.6,Numerical,Male,Private,Aegean,Mixed,Physics,Koc University (Foundation),Data Analyst,6,58.5,369.739,423.226
3965,92.79,5.6,38.7,Numerical,Male,Private,Central Anatolia,Library,Mathematics,Bogazici University (State),Engineer,7,55.7,328.576,355.402
3966,83.97,6.0,35.3,Foreign Language,Female,Private,Black Sea,Mixed,German,Ankara University (State),Teacher,6,50.4,323.927,336.433
3967,60.55,5.4,36.7,Equal Weight,Female,Public,Central Anatolia,Cram School,Geography,Bilkent University (Foundation),Teacher,7,36.3,295.267,285.286
3968,84.98,7.9,45.5,Equal Weight,Female,Public,Mediterranean,Home,Geography,State University,Lawyer,6,51.0,335.461,354.097
3969,62.04,6.7,40.2,Equal Weight,Female,Public,Central Anatolia,Mixed,Geography,Sabanci University (Foundation),Physicist,8,37.2,271.638,303.225
3970,82.03,8.3,41.2,Equal Weight,Male,Public,Central Anatolia,Mixed,Mathematics,ITU (State),Psychologist,6,49.2,357.714,356.504
3971,75.08,4.7,31.3,Equal Weight,Female,Public,Central Anatolia,Cram School,Mathematics,Foundation University,Lawyer,8,45.0,296.578,289.646
3972,95.18,9.2,45.2,Equal Weight,Female,Private,Mediterranean,Mixed,Literature,Bogazici University (State),Teacher,1,57.1,414.62,403.999
3973,72.22,4.8,23.9,Numerical,Male,Public,Southeastern Anatolia,Mixed,Mathematics,State University,Software Developer,6,43.3,302.141,290.205
3974,67.78,6.0,40.6,Numerical,Male,Public,Black Sea,Home,Chemistry,Foundation University,Software Developer,10,40.7,274.717,317.249
3975,73.56,6.5,32.5,Foreign Language,Female,Public,Eastern Anatolia,Home,French,Bogazici University (State),Writer,7,44.1,301.267,307.117
3976,84.87,7.7,38.4,Foreign Language,Male,Public,Marmara,Home,Mathematics,Ankara University (State),Teacher,8,50.9,329.331,318.827
3977,75.93,5.7,38.8,Equal Weight,Male,Public,Black Sea,Library,Geography,Foundation University,Social Worker,6,45.6,338.404,341.846
3978,71.12,7.2,41.6,Numerical,Male,Public,Aegean,Mixed,Mathematics,Foundation University,Software Developer,7,42.7,314.749,330.715
3979,99.23,8.4,57.4,Verbal,Male,Private,Central Anatolia,Library,History,ITU (State),Lawyer,9,59.5,374.407,400.976
3980,83.44,6.7,39.5,Equal Weight,Female,Public,Marmara,Home,Biology,Foundation University,Journalist,5,50.1,323.628,367.996
3981,72.33,7.1,33.6,Foreign Language,Female,Public,Eastern Anatolia,Library,French,METU (State),Writer,6,43.4,315.252,324.431
3982,90.74,7.0,40.7,Equal Weight,Male,Private,Marmara,Cram School,Mathematics,Bogazici University (State),Physicist,8,54.4,358.145,375.09
3983,95.65,9.0,44.7,Numerical,Male,Private,Marmara,Library,Chemistry,Ankara University (State),Doctor,8,57.4,375.469,396.633
3984,80.81,7.6,45.6,Verbal,Female,Public,Central Anatolia,Mixed,History,Foundation University,Social Worker,1,48.5,347.958,356.738
3985,73.97,6.3,29.9,Equal Weight,Female,Public,Mediterranean,Home,Geography,METU (State),Teacher,4,44.4,311.516,327.889
3986,60.22,4.1,27.7,Verbal,Male,Private,Aegean,Home,History,State University,Psychologist,8,36.1,272.91,281.269
3987,59.52,2.9,14.3,Equal Weight,Male,Public,Black Sea,Library,Physics,Bilkent University (Foundation),Physicist,7,35.7,255.204,240.263
3988,90.49,5.4,36.3,Equal Weight,Male,Private,Marmara,Library,History,Foundation University,Teacher,6,54.3,367.629,350.747
3989,58.47,3.4,15.7,Equal Weight,Female,Private,Southeastern Anatolia,Mixed,Mathematics,ITU (State),Physicist,2,35.1,265.902,305.332
3990,67.76,4.2,19.1,Numerical,Male,Private,Eastern Anatolia,Home,Biology,Foundation University,Physicist,4,40.7,291.919,307.966
3991,71.32,4.2,28.6,Equal Weight,Male,Public,Aegean,Home,History,Ankara University (State),Lawyer,11,42.8,289.84,303.01
3992,65.53,4.1,27.3,Numerical,Male,Public,Southeastern Anatolia,Home,History,Foundation University,Software Developer,6,39.3,293.675,263.067
3993,53.52,4.7,27.2,Numerical,Male,Private,Aegean,Mixed,Physics,State University,Physicist,1,32.1,289.647,329.379
3994,61.52,5.9,29.0,Numerical,Male,Private,Aegean,Cram School,Physics,Foundation University,Doctor,5,36.9,293.635,311.427
3995,76.76,5.6,32.4,Equal Weight,Male,Private,Aegean,Mixed,Geography,METU (State),Software Developer,3,46.1,318.028,362.546
3996,71.31,6.6,38.7,Verbal,Female,Public,Eastern Anatolia,Mixed,History,State University,Journalist,3,42.8,311.256,323.186
3997,88.16,7.2,43.0,Equal Weight,Female,Public,Aegean,Cram School,Geography,Foundation University,Doctor,6,52.9,328.864,366.71
3998,77.83,4.2,20.5,Numerical,Female,Public,Marmara,Home,Mathematics,State University,Physicist,3,46.7,316.14,338.365
3999,98.98,8.9,60.5,Numerical,Female,Private,Central Anatolia,Cram School,Chemistry,METU (State),Software Developer,6,59.4,390.173,395.296
4000,58.31,2.8,13.5,Verbal,Male,Public,Aegean,Home,Literature,Bilkent University (Foundation),Teacher,1,35.0,272.517,311.245
4001,52.38,5.5,36.8,Equal Weight,Male,Public,Marmara,Mixed,Physics,Koc University (Foundation),Physicist,8,31.4,276.734,275.738
4002,92.01,5.4,31.1,Equal Weight,Male,Public,Marmara,Cram School,History,METU (State),Software Developer,9,55.2,321.462,350.592
4003,85.94,7.7,37.7,Equal Weight,Female,Private,Eastern Anatolia,Home,Biology,Foundation University,Software Developer,5,51.6,357.351,354.802
4004,87.47,8.1,39.2,Equal Weight,Female,Public,Marmara,Library,Geography,Hacettepe University (State),Doctor,4,52.5,353.129,362.063
4005,70.12,6.0,28.1,Equal Weight,Male,Public,Marmara,Library,History,State University,Lawyer,2,42.1,336.904,303.893
4006,84.14,6.8,32.4,Verbal,Female,Public,Southeastern Anatolia,Library,Literature,State University,Social Worker,7,50.5,300.679,333.179
4007,60.72,4.6,21.3,Numerical,Female,Public,Marmara,Home,Physics,Koc University (Foundation),Doctor,7,36.4,302.978,301.457
4008,50.13,3.0,19.2,Foreign Language,Male,Public,Aegean,Mixed,French,METU (State),Artist,9,30.1,226.159,250.493
4009,99.75,6.3,29.8,Equal Weight,Female,Public,Marmara,Home,History,Bogazici University (State),Psychologist,2,59.8,389.965,362.979
4010,61.71,5.9,28.3,Equal Weight,Female,Public,Marmara,Mixed,History,State University,Teacher,9,37.0,251.696,295.217
4011,80.18,8.1,55.0,Numerical,Male,Public,Eastern Anatolia,Home,Mathematics,Hacettepe University (State),Doctor,9,48.1,344.037,336.503
4012,82.33,4.8,32.5,Numerical,Male,Public,Southeastern Anatolia,Home,Physics,State University,Doctor,8,49.4,332.495,328.387
4013,66.85,5.6,37.2,Numerical,Female,Private,Aegean,Home,Mathematics,METU (State),Physicist,2,40.1,325.316,341.593
4014,85.76,6.6,45.0,Equal Weight,Female,Private,Central Anatolia,Library,History,Bogazici University (State),Doctor,1,51.5,361.013,371.416
4015,71.49,4.8,23.8,Numerical,Male,Public,Central Anatolia,Library,Physics,Koc University (Foundation),Software Developer,10,42.9,263.28,300.244
4016,74.23,7.9,37.6,Verbal,Male,Private,Central Anatolia,Cram School,Literature,Sabanci University (Foundation),Lawyer,8,44.5,324.59,336.508
4017,89.32,8.6,51.4,Equal Weight,Male,Private,Central Anatolia,Cram School,Geography,Foundation University,Lawyer,5,53.6,343.431,399.049
4018,97.76,6.9,34.3,Numerical,Female,Private,Aegean,Cram School,Mathematics,Bogazici University (State),Physicist,8,58.7,398.307,386.196
4019,77.45,5.9,28.0,Numerical,Female,Public,Eastern Anatolia,Cram School,Chemistry,METU (State),Engineer,4,46.5,297.855,367.424
4020,91.17,7.3,49.7,Numerical,Female,Private,Eastern Anatolia,Mixed,Mathematics,ITU (State),Software Developer,11,54.7,345.865,352.495
4021,95.41,7.8,45.4,Verbal,Female,Public,Central Anatolia,Mixed,Literature,Ankara University (State),Teacher,2,57.2,381.419,402.23
4022,78.53,5.3,30.8,Numerical,Male,Private,Black Sea,Library,Physics,Sabanci University (Foundation),Physicist,7,47.1,316.688,334.977
4023,81.07,7.3,43.8,Equal Weight,Female,Public,Mediterranean,Library,Physics,State University,Software Developer,2,48.6,327.759,366.821
4024,62.33,4.2,20.5,Numerical,Female,Private,Aegean,Cram School,Physics,Ankara University (State),Software Developer,4,37.4,293.452,310.282
4025,89.82,7.6,44.9,Numerical,Male,Private,Central Anatolia,Library,Mathematics,State University,Engineer,8,53.9,369.06,378.061
4026,99.5,8.4,58.5,Verbal,Female,Public,Aegean,Library,Geography,Koc University (Foundation),Teacher,9,59.7,402.099,400.637
4027,61.73,3.0,17.3,Verbal,Female,Public,Southeastern Anatolia,Home,Mathematics,Foundation University,Lawyer,9,37.0,238.346,269.945
4028,88.63,6.3,42.8,Equal Weight,Male,Public,Central Anatolia,Library,Biology,State University,Software Developer,5,53.2,336.396,378.659
4029,82.04,4.8,31.8,Numerical,Female,Private,Marmara,Home,Physics,Koc University (Foundation),Doctor,6,49.2,309.701,342.267
4030,74.66,5.9,39.8,Numerical,Female,Public,Central Anatolia,Home,Mathematics,Foundation University,Physicist,1,44.8,335.365,358.414
4031,77.57,8.0,54.3,Verbal,Female,Public,Aegean,Home,Literature,Sabanci University (Foundation),Social Worker,3,46.5,336.14,337.517
4032,93.43,6.4,30.4,Verbal,Male,Public,Mediterranean,Cram School,History,Hacettepe University (State),Lawyer,4,56.1,354.889,368.467
4033,84.06,7.5,37.3,Equal Weight,Male,Public,Central Anatolia,Home,History,ITU (State),Lawyer,4,50.4,354.606,347.536
4034,90.73,7.7,52.8,Equal Weight,Male,Private,Southeastern Anatolia,Cram School,Geography,Bogazici University (State),Lawyer,1,54.4,369.558,365.235
4035,62.35,5.0,34.6,Verbal,Female,Private,Black Sea,Mixed,Literature,Bogazici University (State),Teacher,9,37.4,308.996,276.475
4036,67.36,4.6,27.1,Verbal,Male,Public,Central Anatolia,Library,History,State University,Social Worker,5,40.4,315.72,316.175
4037,56.55,3.0,17.4,Verbal,Male,Public,Southeastern Anatolia,Home,Literature,Bogazici University (State),Lawyer,2,33.9,239.093,297.68
4038,84.67,5.1,30.5,Equal Weight,Male,Private,Marmara,Mixed,Geography,State University,Lawyer,5,50.8,322.258,343.555
